Title,ISBN,Author,Book type,Original Price,Discounted Price,ISBN-10,Published Date,Publisher,No. of Pages
In The Dark,9780241283226,Cara Hunter,917505,15.99,15.99,241283221,12-07-2018,Penguin Books Ltd,480
Defending Your Marriage - The Reality of Spiritual Battle,9780830845507,"Tim Muehlhoff, Clinton E. Arnold",917504,31.64,27.50,083084550X,13-11-2018,InterVarsity Press,176
The Book You Wish Your Parents Had Read (and Your Children Will Be Glad That You Did),9780241251003,Philippa Perry,917505,16.99,16.99,241251001,07-03-2019,Penguin Books Ltd,288
The Lean Startup,9780670921621,Eric Ries,917505,18.99,18.99,670921629,06-10-2011,Penguin Books Ltd,336
Ballet Shoes,9780141938370,Noel Streatfeild,917505,9.99,9.99,141938374,31-08-2006,Penguin Random House Children's UK,240
The Other Wife,9780751562835,Michael Robotham,917505,11.99,11.99,751562831,26-06-2018,"Little, Brown Book Group",400
book not found,9781283589239,,,,,,,,
The Nightingales are Drunk,9780141980270,Hafez,917505,4.99,4.99,141980273,26-02-2015,Penguin Books Ltd,96
book not found,9781328546395,,,,,,,,
End Games,9780571246045,Michael Dibdin,917505,13.19,11.99,571246044,04-09-2008,Faber & Faber,480
Reasons to be Cheerful,9780241974995,Nina Stibbe,917505,15.99,15.99,241974992,28-03-2019,Penguin Books Ltd,320
Defending the Guilty,9780141951409,Alex McBride,917505,15.99,15.99,141951400,01-04-2010,Penguin Books Ltd,288
Wiggly the Worm,9781311502452,Arnie Lightning,917505,1.42,1.42,1311502459,03-06-2015,Hey Sup Bye Publishing,
A Handful of Dust,9780141886374,Evelyn Waugh,917505,15.99,15.99,141886374,31-05-2012,Penguin Books Ltd,288
Stormbird,9780718196332,Conn Iggulden,917505,15.99,15.99,718196333,10-10-2013,Penguin Books Ltd,512
Liberty Bar,9780141979519,"Georges Simenon, David Watson",917505,15.99,15.99,141979518,05-03-2015,Penguin Books Ltd,112
The Singles Game,9780007569243,Lauren Weisberger,917504,22.99,19.75,7569246,19-12-2016,HarperCollins Publishers,432
The Secret Diaries of Miss Anne Lister - Vol.2,9780349006895,"Anne Lister, Helena Whitbread",917505,9.99,9.99,034900689X,24-02-2015,"Little, Brown Book Group",224
The Introvert Advantage,9780761148357,Marti Olsen Laney Psy.D.,917505,23.99,23.99,761148353,01-02-2002,Workman Publishing Company,336
Disobedience,9780141906072,Naomi Alderman,917505,15.99,15.99,141906073,05-04-2007,Penguin Books Ltd,288
Villages,9780141923086,John Updike,917505,15.99,15.99,141923083,23-02-2006,Penguin Books Ltd,336
book not found,9781409005216,,,,,,,,
Gilead,9780748113507,Marilynne Robinson,917505,11.99,11.99,748113509,07-05-2009,"Little, Brown Book Group",288
The Missing,9780141902258,Chris Mooney,917505,15.99,15.99,141902256,03-05-2007,Penguin Books Ltd,416
Flesh Wounds,9781405515979,Chris Brookmyre,917505,12.99,12.99,140551597X,01-08-2013,"Little, Brown Book Group",416
book not found,9780307414298,,,,,,,,
Cannery Row,9780141923482,"Susan Shillinglaw, John Steinbeck",917505,15.99,15.99,141923482,07-09-2000,Penguin Books Ltd,176
Red Sky at Sunrise,9780141927374,Laurie Lee,917505,18.99,18.99,141927372,01-01-2000,Penguin Books Ltd,544
I Am Legend,9780575119574,Richard Matheson,917505,9.99,9.99,575119578,01-09-2011,Orion,176
book not found,9780330520102,,,,,,,,
book not found,9781306020985,,,,,,,,
James and the Giant Peach,9780141929873,"Roald Dahl, Quentin Blake",917505,9.99,9.99,141929871,06-09-2007,Penguin Random House Children's UK,160
The Useful Book,9780761187141,"David Bowers, Sharon Bowers",917505,23.99,23.99,761187146,14-06-2016,Workman Publishing Company,448
Shepherds Abiding,9781101200407,Jan Karon,917505,20.57,16.99,1101200405,28-09-2004,Penguin Publishing Group,304
Oryx And Crake,9780748113354,Margaret Atwood,917505,12.99,12.99,748113355,03-09-2009,"Little, Brown Book Group",448
book not found,9780285640450,,,,,,,,
book not found,9780802194442,,,,,,,,
The Myth of Sisyphus,9780141914176,"Albert Camus, Justin O'Brien, James Wood",917505,15.99,15.99,141914173,31-10-2013,Penguin Books Ltd,208
Heaven,9780842379427,Randy Alcorn,917504,50.99,45.90,842379428,01-10-2004,Tyndale House Publishers,560
American Gods,9780755379927,Neil Gaiman,917505,12.99,12.99,755379926,10-11-2011,Headline,521
Where the Crawdads Sing,9780735219090,Delia Owens,917504,48.90,48.90,735219095,14-08-2018,G P PUTNAM SONS               ,384
book not found,9781409005018,,,,,,,,
book not found,9781310518997,,,,,,,,
Broken Homes,9780575132498,Ben Aaronovitch,917505,12.99,12.99,575132493,25-07-2013,Orion,320
Trust Me,9780141910680,Lesley Pearse,917505,15.99,15.99,141910682,29-06-2006,Penguin Books Ltd,720
The Ideal Team Player,9781119209614,Patrick M. Lencioni,917505,29.99,29.99,1119209617,13-05-2016,Wiley,240
book not found,9781281282309,,,,,,,,
The Chicken Health Handbook,9781612120133,Gail Damerow,917504,45.00,43.25,161212013X,29-12-2015,Workman,496
The Ladykiller,9780755350711,Martina Cole,917505,11.99,11.99,755350715,10-12-2009,Headline,300
Chernobyl,9780241349038,Serhii Plokhy,917505,15.99,15.99,241349036,15-05-2018,Penguin Books Ltd,256
Marius' Mules XII,9780463655368,S.J.A. Turney,917505,7.56,7.56,463655362,04-07-2019,S.J.A. Turney,
Vince and Joy,9780141040035,Lisa Jewell,917505,15.99,15.99,141040033,04-08-2005,Penguin Books Ltd,512
book not found,9780241198155,,,,,,,,
The Secret,9781101533512,Julie Garwood,917505,15.42,12.99,110153351X,05-07-2011,Penguin Publishing Group,1
5 People Who Died During Sex,9780767922968,Karl Shaw,917505,8.55,7.99,767922964,13-02-2007,Crown,
book not found,9780802189806,,,,,,,,
Crossfire,9780241388457,Malorie Blackman,917505,14.99,14.99,241388457,08-08-2019,Penguin Random House Children's UK,496
book not found,9780230760516,,,,,,,,
Threat Vector,9780718198114,"Tom Clancy, Mark Greaney",917505,15.99,15.99,718198115,06-12-2012,Penguin Books Ltd,720
Death in the Spotlight,9780141373836,Robin Stevens,917505,9.99,9.99,141373830,04-10-2018,Penguin Random House Children's UK,352
The Black Prism,9780748116973,Brent Weeks,917505,11.99,11.99,748116974,26-08-2010,"Little, Brown Book Group",480
Rebecca,9781405513463,"Daphne Du Maurier, Sally Beauman",917505,11.99,11.99,1405513462,09-02-2012,"Little, Brown Book Group",448
Out of Africa,9780141913872,Isak Dinesen,917505,14.99,14.99,141913878,27-09-2001,Penguin Books Ltd,336
Gooney Bird Greene,9780547488981,"Lois Lowry, Middy Thomas",917505,14.99,14.99,054748898X,01-04-2010,HarperCollins,96
Proven Guilty,9780748116584,Jim Butcher,917505,12.99,12.99,748116583,04-03-2010,"Little, Brown Book Group",528
Inversions,9780748110025,Iain M. Banks,917505,12.99,12.99,074811002X,04-09-2008,"Little, Brown Book Group",416
The Hairy Dieters,9780297609322,Hairy Bikers,917505,19.99,19.99,297609327,19-05-2016,Orion,192
The Penguin Book of the Contemporary British Short Story,9780241307168,Philip Hensher,917505,15.99,15.99,241307163,04-10-2018,Penguin Books Ltd,432
Thornbear,9781311220516,Michael G. Manning,917505,5.00,5.00,1311220518,09-05-2015,Michael G. Manning,
The Return,9780755352456,Victoria Hislop,917505,12.99,12.99,755352459,10-02-2008,Headline,300
Steal Like an Artist,9780761171256,Austin Kleon,917505,19.99,19.99,761171258,28-02-2012,Workman Publishing Company,160
Falling For You,9780994135551,Leeanna Morgan,917505,9.25,9.25,994135556,16-10-2018,Rogan Press,
One Of Us Is Lying,9780141375649,Karen M. McManus,917505,12.99,12.99,141375647,01-06-2017,Penguin Random House Children's UK,240
book not found,9780698190665,,,,,,,,
book not found,9781401940003,,,,,,,,
War And Peace,9780141959801,"Leo Tolstoy, Anthony Briggs, Orlando Figes",917505,14.99,14.99,141959800,26-02-2009,Penguin Books Ltd,1472
Business Model Generation,9781118656402,Yves Pigneur Alexander Osterwalder,917505,45.09,45.09,1118656407,01-02-2013,Wiley Professional Development (P&T),288
book not found,9780312087791,,,,,,,,
Tennessee Night (The 8th Jack Nightingale Novel),9780463273975,Stephen Leather,917505,8.12,8.12,463273974,03-07-2018,Stephen Leather,
The Personal MBA,9780141971094,Josh Kaufman,917505,18.99,18.99,141971096,03-02-2011,Penguin Books Ltd,464
How to Change Your Mind,9780141985145,Michael Pollan,917505,15.99,15.99,141985143,17-05-2018,Penguin Books Ltd,400
Eragon: Book One,9781407047201,Christopher Paolini,917505,12.99,12.99,1407047205,08-03-2009,RHCB,528
book not found,9780330514699,,,,,,,,
You're Not Safe,9781405909754,Mary Burton,917505,15.99,15.99,1405909757,14-08-2014,Penguin Books Ltd,432
book not found,9780230767270,,,,,,,,
book not found,9780330469401,,,,,,,,
book not found,9780307388131,,,,,,,,
The Invisible Bridge,9780241957141,Julie Orringer,917505,15.99,15.99,241957141,29-03-2011,Penguin Books Ltd,624
Orange Is the New Black,9780349139876,Piper Kerman,917505,11.99,11.99,349139873,11-07-2013,"Little, Brown Book Group",352
We are the Weather,9780241984925,Jonathan Safran Foer,917505,15.99,15.99,241984920,17-09-2019,Penguin Books Ltd,352
Innocent Next Door,9780473330347,Shelley Munro,917505,5.99,5.99,473330342,15-10-2018,Munro Press,
Hothouse Flower,9780141961392,Lucinda Riley,917505,15.99,15.99,141961392,25-11-2010,Penguin Books Ltd,592
A Mind For Numbers,9781101621615,Barbara Oakley PhD,917505,25.70,20.99,1101621613,31-07-2014,Penguin Publishing Group,272
book not found,9780307382092,,,,,,,,
book not found,9780316561389,,,,,,,,
Seven Steps from Snowdon to Everest,9780993413018,Mark Horrell,917505,7.99,7.99,993413013,24-02-2020,Mountain Footsteps Press,
Freakonomics,9780141928739,"Steven D. Levitt, Stephen J. Dubner",917505,15.99,15.99,141928735,05-10-2006,Penguin Books Ltd,336
book not found,9781137450630,,,,,,,,
2001,9780748120789,Arthur C. Clarke,917505,11.99,11.99,748120785,03-06-2010,"Little, Brown Book Group",288
Blue Above the Chimneys,9780141972510,Christine Marion Fraser,917505,14.99,14.99,141972513,19-01-2012,Penguin Books Ltd,256
The Challenging Heights,9780755128037,Max Hennessy,917505,8.79,7.99,755128036,01-10-2015,House of Stratus,284
My Uncle Oswald,9780141941998,Roald Dahl,917505,15.99,15.99,141941995,28-03-2002,Penguin Books Ltd,208
The Greek Myths,9780241983386,Robert Graves,917505,18.99,18.99,024198338X,28-09-2017,Penguin Books Ltd,784
book not found,9781370687138,,,,,,,,
Wicked Wings,9780648324690,Keri Arthur,917505,6.99,6.99,648324699,08-10-2019,KA Publishing PTY LTD,
How To Be Right,9780753553114,James O'Brien,917505,18.99,18.99,753553112,01-11-2018,Ebury Publishing,240
Stasi Vice,9780993324789,Max Hertzberg,917505,4.99,4.99,993324789,17-10-2018,OV Press,
book not found,9780750957595,,,,,,,,
Dead Men's Bones,9781405917100,James Oswald,917505,14.99,14.99,1405917105,03-07-2014,Penguin Books Ltd,484
Guilt,9781405909846,"Jussi Adler-Olsen, Martin Aitken",917505,14.99,14.99,1405909846,27-02-2014,Penguin Books Ltd,464
"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",9780071772204,"Kerry Patterson, Joseph Grenny, Ron McMillan, Al Switzler",917505,26.41,21.99,71772200,13-12-2011,McGraw Hill LLC,288
Devil's Guard,9780307483775,George R. Elford,917505,8.55,7.99,307483770,18-12-2008,Random House Publishing Group,
World War One,9780141040950,Norman Stone,917505,14.99,14.99,141040955,27-03-2008,Penguin Books Ltd,240
Allen Carr's Easyweigh to Lose Weight,9780141927411,Allen Carr,917505,14.99,14.99,141927410,01-01-2000,Penguin Books Ltd,224
book not found,9780230761353,,,,,,,,
Poseidon's Arrow,9781405909877,"Clive Cussler, Dirk Cussler",917505,15.99,15.99,1405909870,20-11-2012,Penguin Books Ltd,528
Moab Is My Washpot,9781409007012,Stephen Fry,917505,15.99,15.99,1409007014,22-02-2011,Random House,448
Moon Tiger,9780141902715,"Penelope Lively, Anthony Thwaite",917505,15.99,15.99,014190271X,27-04-2006,Penguin Books Ltd,224
Marie Antoinette,9780297857945,Lady Antonia Fraser,917505,17.99,17.99,297857940,24-06-2010,Orion,640
book not found,9780307463654,,,,,,,,
book not found,9780761164029,,,,,,,,
book not found,9780141347707,,,,,,,,
Shadow Tyrants,9781405937115,"Clive Cussler, Boyd Morrison",917505,14.99,14.99,1405937114,20-09-2018,Penguin Books Ltd,480
On the Road,9780141912561,"Jack Kerouac, Ann Charters",917505,15.99,15.99,141912561,21-07-2011,Penguin Books Ltd,320
The Book of Questions,9780761178682,Gregory Stock,917505,19.99,19.99,761178686,10-09-2013,Workman Publishing Company,250
The Evidence Against You,9781405934664,Gillian McAllister,917505,15.99,15.99,1405934662,18-04-2019,Penguin Books Ltd,400
Ladder of Years,9781407016054,Anne Tyler,917505,15.99,15.99,1407016059,23-02-2010,Random House,336
Cover Your Eyes,9781405918909,Mary Burton,917505,15.99,15.99,140591890X,06-11-2014,Penguin Books Ltd,307
The Somerset Tsunami,9780571332823,Emma Carroll,917505,10.99,9.99,057133282X,01-10-2019,Faber & Faber,304
The Girl on the Cliff,9780141970615,Lucinda Riley,917505,15.99,15.99,141970618,27-10-2011,Penguin Books Ltd,576
book not found,9780330477444,,,,,,,,
Animal Farm And 1984,9780547504186,George Orwell,917505,15.99,15.99,547504187,01-06-2003,HarperCollins,
Leviathan Wakes,9780748122967,James S. A. Corey,917505,4.99,4.99,748122966,02-06-2011,"Little, Brown Book Group",448
Did You Miss Me?,9780755374014,Karen Rose,917505,11.99,11.99,755374010,08-11-2012,Headline,469
book not found,9781306064279,,,,,,,,
book not found,9780330466295,,,,,,,,
Happiness by Design,9780241003114,Paul Dolan,917505,15.99,15.99,241003113,28-08-2014,Penguin Books Ltd,208
book not found,9780330514552,,,,,,,,
The King's Curse,9780857207609,Philippa Gregory,917505,13.99,13.99,857207601,14-08-2014,Simon & Schuster UK,608
Best Served Cold,9780575088160,Joe Abercrombie,917505,12.99,12.99,575088168,01-06-2009,Orion,560
Stalin,9780297863854,Simon Sebag Montefiore,917505,13.99,13.99,297863851,03-06-2010,Orion,820
The Shock Doctrine,9780141980867,Naomi Klein,917505,18.99,18.99,141980869,02-10-2014,Penguin Books Ltd,576
Crossed,9780141969985,Ally Condie,917505,12.99,12.99,141969989,24-11-2011,Penguin Random House Children's UK,384
The 4 x 4 Diet,9781101903094,"Erin Oprea, Carrie Underwood",917505,15.42,12.99,1101903090,02-02-2016,Harmony/Rodale,
Tribe,9780008168186,Sebastian Junger,917504,19.99,18.25,8168180,02-06-2017,HarperCollins Publishers,192
The Book of Basketball,9780345513113,"Bill Simmons, Malcolm Gladwell",917505,22.29,17.99,345513118,27-10-2009,Random House Publishing Group,
The Skincare Bible,9780241309117,Dr Anjali Mahto,917505,18.99,18.99,241309115,05-04-2018,Penguin Books Ltd,256
Journey to the Center of the Earth,9780486111612,Jules Verne,917505,1.45,1.45,048611161X,02-02-2012,Dover Publications,160
David and Goliath,9780241959602,Malcolm Gladwell,917505,15.99,15.99,241959608,03-10-2013,Penguin Books Ltd,304
Sea of Greed,9781405937146,"Clive Cussler, Graham Brown",917505,15.99,15.99,1405937149,06-11-2018,Penguin Books Ltd,480
Consider Phlebas,9780748109999,Iain M. Banks,917505,12.99,12.99,748109994,04-09-2008,"Little, Brown Book Group",480
book not found,9780330508346,,,,,,,,
Kill For Me,9780751565713,Tom Wood,917505,11.99,11.99,751565717,26-07-2018,"Little, Brown Book Group",480
book not found,9780307962287,,,,,,,,
New Moon,9780748112524,Stephenie Meyer,917505,11.99,11.99,748112529,26-02-2009,"Little, Brown Book Group",608
The Vanishing Act of Esme Lennox,9780755372263,Maggie O'Farrell,917505,11.99,11.99,755372263,12-11-2009,Headline,145
The Island,9781405930833,"Ragnar Jónasson, Victoria Cribb",917505,15.99,15.99,1405930837,04-04-2019,Penguin Books Ltd,350
The Stranger,9780679720201,Albert Camus,917504,24.99,21.75,679720200,15-12-2014,RANDOM HOUSE US,144
Hacking Growth,9780753545386,"Morgan Brown, Sean Ellis",917505,19.99,19.99,753545381,27-04-2017,Ebury Publishing,320
Entwined with You,9781405910286,Sylvia Day,917505,15.99,15.99,1405910283,04-06-2013,Penguin Books Ltd,400
The Night Watch,9781844082414,Sarah Waters,917504,24.99,21.75,1844082415,01-06-2006,Little Brown,506
Sacred Woman,9780307559517,Queen Afua,917505,23.99,19.99,307559513,20-06-2012,Random House Publishing Group,
book not found,9780755147571,,,,,,,,
The Pursuit of Glory,9780141912752,Tim Blanning,917505,19.99,19.99,141912758,28-02-2008,Penguin Books Ltd,736
Lifeless,9780748109449,Mark Billingham,917505,12.99,12.99,748109447,04-09-2008,"Little, Brown Book Group",480
Daring Greatly,9780670923533,Brené Brown,917505,16.99,16.99,670923532,17-01-2013,Penguin Books Ltd,304
The Day Before Happiness,9780141394145,"Erri De Luca, Jill Foulston",917505,15.99,15.99,141394145,07-07-2016,Penguin Books Ltd,208
Tuesday's Gone,9780141964010,Nicci French,917505,15.99,15.99,141964014,19-07-2012,Penguin Books Ltd,464
book not found,9780463676769,,,,,,,,
Open and Shut,9780446551076,David Rosenfelt,917505,13.99,13.99,446551074,15-11-2008,Grand Central Publishing,300
A Spy Among Friends,9781408851746,Ben Macintyre,917505,18.39,15.99,1408851741,03-03-2014,Bloomsbury Publishing,368
book not found,9780307958839,,,,,,,,
Port Mortuary,9780748117093,Patricia Cornwell,917505,11.99,11.99,748117091,28-10-2010,"Little, Brown Book Group",512
The Defence of the Realm,9780718197445,Christopher Andrew,917505,19.99,19.99,718197445,26-04-2012,Penguin Books Ltd,1072
The Lonely Londoners,9780241189467,"Sam Selvon, Nasta Susheila",917505,15.99,15.99,241189462,25-09-2014,Penguin Books Ltd,160
The State We're In,9780755371402,Adele Parks,917505,12.99,12.99,755371402,04-07-2013,Headline,354
book not found,9780544866676,,,,,,,,
book not found,9780316724210,,,,,,,,
This Is Not Propaganda,9780571338658,Peter Pomerantsev,917505,16.49,14.99,571338658,30-07-2019,Faber & Faber,300
The Shroud Maker,9781405515092,Kate Ellis,917505,12.99,12.99,1405515090,02-01-2014,"Little, Brown Book Group",384
The Eye of the World,9780748115341,Robert Jordan,917505,16.99,16.99,074811534X,27-10-2009,"Little, Brown Book Group",832
The Bookseller Of Kabul,9780748108527,Åsne Seierstad,917505,11.99,11.99,748108521,04-09-2008,"Little, Brown Book Group",288
Towers of Midnight (US EDITION),9780765325945,"Robert Jordan, Brandon Sanderson",917504,67.25,67.25,765325942,02-11-2010,TOR BOOKS                     ,864
Jingo,9781407035086,Terry Pratchett,917505,15.99,15.99,1407035088,01-12-2009,Transworld,464
Tending Roses,9781101575918,Lisa Wingate,917505,14.66,11.99,1101575913,04-02-2003,Penguin Publishing Group,336
Against All Enemies,9780241960196,"Tom Clancy, Peter Telep",917505,15.99,15.99,241960193,11-08-2011,Penguin Books Ltd,768
The Lions of Lucerne,9780743483292,Brad Thor,917505,9.99,9.99,743483294,25-04-2003,Atria Books,432
book not found,9781299598195,,,,,,,,
The Child,9781473526938,Fiona Barton,917505,15.99,15.99,1473526930,29-06-2017,Transworld,448
The Cardinal of the Kremlin,9780006174547,Tom Clancy,917504,28.90,28.90,000617454X,01-12-1989,HarperCollins Publishers,624
The Floating Outfit 19,9781370752324,J.T. Edson,917505,2.59,2.59,1370752326,31-12-2017,Piccadilly,
Bared to You,9781405910248,Sylvia Day,917505,15.99,15.99,1405910240,28-05-2012,Penguin Books Ltd,368
The Next Always,9780748125821,Nora Roberts,917505,11.99,11.99,748125825,01-11-2011,"Little, Brown Book Group",352
Dangerous Lady,9780755350704,Martina Cole,917505,11.99,11.99,755350707,04-09-2008,Headline,576
book not found,9781370928460,,,,,,,,
book not found,9780141347820,,,,,,,,
The Old Ways,9780241145531,Robert Macfarlane,917505,15.99,15.99,241145538,07-06-2012,Penguin Books Ltd,448
Maura's Game,9780755350698,Martina Cole,917505,11.99,11.99,755350693,04-09-2008,Headline,640
Alchemy,9780753551370,Rory Sutherland,917505,18.99,18.99,753551373,07-05-2019,Ebury Publishing,384
The Mage-Fire War,9781250207814,L. E. Modesitt Jr.,917505,16.20,12.99,1250207819,13-08-2019,Tor Publishing Group,
The Colour Of Magic,9781407034379,Terry Pratchett,917505,15.99,15.99,1407034375,26-12-2008,Transworld,288
"I, Claudius",9780141911748,"Robert Graves, Barry Unsworth",917505,15.99,15.99,141911743,03-08-2006,Penguin Books Ltd,416
book not found,9780230758100,,,,,,,,
Fooled by Randomness,9780141930237,Nassim Nicholas Taleb,917505,15.99,15.99,141930233,03-05-2007,Penguin Books Ltd,368
The Player Of Games,9780748110063,Iain M. Banks,917505,12.99,12.99,748110062,04-09-2008,"Little, Brown Book Group",320
Beartown,9781405937733,Fredrik Backman,917505,15.99,15.99,1405937734,03-05-2018,Penguin Books Ltd,432
A Pocketful of Holes and Dreams,9780141965932,Jeff Pearce,917505,14.99,14.99,141965932,20-01-2011,Penguin Books Ltd,288
Zero Degrees of Empathy,9780718193348,Simon Baron-Cohen,917505,15.99,15.99,718193342,21-12-2011,Penguin Books Ltd,208
A Course in Miracles,9780976420088,"Helen Schucman, William T. Thetford",917505,8.79,7.99,976420082,15-05-2009,Course in Miracles Society,680
book not found,9781310461231,,,,,,,,
book not found,9780679604075,,,,,,,,
Talking to Strangers,9780241351581,Malcolm Gladwell,917505,15.99,15.99,241351588,10-09-2019,Penguin Books Ltd,320
book not found,9780470666111,,,,,,,,
Reality Is Not What It Seems,9780241257975,"Carlo Rovelli, Simon Carnell, Erica Segre",917505,15.99,15.99,241257972,06-10-2016,Penguin Books Ltd,256
The Road to Wigan Pier,9780141913889,"George Orwell, Richard Hoggart",917505,15.99,15.99,141913886,26-04-2001,Penguin Books Ltd,240
Adele,9780571331970,"Leïla Slimani, Sam Taylor",917505,13.19,11.99,571331971,15-01-2019,Faber & Faber,224
The Complete English Poems,9780141916033,John Donne,917505,14.99,14.99,141916036,24-06-2004,Penguin Books Ltd,688
The Faithless,9780755375561,Martina Cole,917505,11.99,11.99,755375564,18-10-2011,Headline,442
Queen of Fire,9781405525978,Anthony Ryan,917505,12.99,12.99,1405525975,02-07-2015,"Little, Brown Book Group",656
The Fires Of Heaven,9780748115389,Robert Jordan,917505,12.99,12.99,748115382,16-02-2010,"Little, Brown Book Group",928
"Reader And Educator Guide To ""the Hobbit"" And ""the Lord Of The Rings""",9780544052000,Houghton Mifflin Harcourt,917505,4.99,4.99,544052005,28-08-2012,HarperCollins,
The Ragged Heiress,9781407087832,Dilly Court,917505,15.99,15.99,1407087835,16-09-2010,Random House,512
The Summons,9781407059488,John Grisham,917505,15.99,15.99,1407059483,21-04-2010,Random House,400
The Prince,9780307962546,"Niccolo Machiavelli, Michael Ennis",917505,3.99,3.99,307962547,17-07-2012,Knopf Doubleday Publishing Group,
Fantastic Mr Fox,9780141929842,"Roald Dahl, Quentin Blake",917505,9.99,9.99,141929847,06-09-2007,Penguin Random House Children's UK,96
3rd Degree,9780755387076,"James Patterson, Andrew Gross",917505,12.99,12.99,755387074,28-04-2011,Headline,283
book not found,9780547905860,,,,,,,,
book not found,9780698185364,,,,,,,,
book not found,9780547543154,,,,,,,,
Enemy of God,9781405928335,Bernard Cornwell,917504,22.99,20.35,1405928336,28-11-2016,Penguin UK,496
book not found,9780241243626,,,,,,,,
Don't Forget Your Crown,9780463456910,Derrick Jaxn,917505,14.11,14.11,463456912,04-10-2018,Derrick Jaxn,
Fated,9780748124916,Benedict Jacka,917505,11.99,11.99,748124918,01-03-2012,"Little, Brown Book Group",304
Enlightenment Now,9780141979106,Steven Pinker,917505,18.99,18.99,141979100,13-02-2018,Penguin Books Ltd,256
The French House,9780857896346,Nick Alexander,917505,5.99,5.99,857896342,01-04-2013,Corvus,300
The Light Fantastic,9781407034393,Terry Pratchett,917505,15.99,15.99,1407034391,24-11-2009,Transworld,288
book not found,9780393066395,,,,,,,,
book not found,9780141932071,,,,,,,,
Periodic Tales,9780141919263,Hugh Aldersey-Williams,917505,15.99,15.99,141919264,03-02-2011,Penguin Books Ltd,448
"Dark Justice (Sean Dillon Series, Book 12)",9780007369409,Jack Higgins,917505,10.99,10.99,7369409,14-06-2011,HarperCollins Publishers,416
A Spell for Chameleon,9780345454300,Piers Anthony,917505,6.99,6.99,345454308,26-03-2002,Random House Worlds,
Macleod's Clinical Examination,9780702069918,J Alastair Innes,917505,73.95,73.95,702069914,09-03-2018,Elsevier Limited (UK),0
Why Do I Do That? Psychological Defense Mechanisms and the Hidden Ways They Shape Our Lives,9780988443112,Joseph Burgo,917505,14.36,14.36,988443112,09-05-2016,Joseph Burgo,
Helga's Diary,9780241959510,Helga Weiss,917505,15.99,15.99,241959519,14-02-2013,Penguin Books Ltd,240
Those Darn Squirrels!,9780544029569,"Adam Rubin, Daniel Salmieri",917505,14.29,11.99,544029569,27-02-2024,HarperCollins,32
The Stress Solution,9780241317952,Dr Rangan Chatterjee,917505,19.99,19.99,241317959,27-12-2018,Penguin Books Ltd,272
book not found,9780062368232,,,,,,,,
The Burning Girl,9780748109593,"Mark Billingham, Roger Lloyd Pack",917505,12.99,12.99,748109595,04-09-2008,"Little, Brown Book Group",448
book not found,9780230738126,,,,,,,,
book not found,9781401306113,,,,,,,,
book not found,9780547761404,,,,,,,,
The Merchant's House,9780748126743,Kate Ellis,917505,12.99,12.99,748126740,20-01-2011,"Little, Brown Book Group",256
book not found,9780463567456,,,,,,,,
The Fall,9780340911709,Robert Muchamore,917504,19.99,18.25,340911700,01-03-2007,Hachette Children's Books,352
The First Law Trilogy Boxed Set,9780575086227,Joe Abercrombie,917505,21.99,21.99,057508622X,30-08-2012,Orion,1600
Mort,9781407034508,Terry Pratchett,917505,15.99,15.99,1407034502,27-05-2009,Transworld,320
First Prize for the Worst Witch,9780141355177,Jill Murphy,917505,9.99,9.99,141355174,06-09-2018,Penguin Random House Children's UK,208
The Other Daughter,9780755396528,Lisa Gardner,917505,11.99,11.99,755396529,05-07-2012,Headline,328
One-hit Wonder,9780141916224,Lisa Jewell,917505,15.99,15.99,141916222,27-09-2001,Penguin Books Ltd,464
Watch Your Back (The Baltimore Series Book 4),9780755389940,Karen Rose,917505,11.99,11.99,755389948,07-11-2013,Headline,544
Monty,9780241966167,Spike Milligan,917505,14.99,14.99,241966167,13-12-2012,Penguin Books Ltd,128
book not found,9780061213731,,,,,,,,
Towers of Midnight,9780748117215,"Robert Jordan, Brandon Sanderson",917505,12.99,12.99,748117210,31-01-2011,"Little, Brown Book Group",672
book not found,9780230765061,,,,,,,,
The Songs of Distant Earth,9780586066232,Arthur C Clarke,917504,23.75,23.75,586066233,02-11-1998,HarperCollins Publishers,240
book not found,9780060739805,,,,,,,,
Anything is Possible,9780241248805,Elizabeth Strout,917505,15.99,15.99,241248809,04-05-2017,Penguin Books Ltd,280
Dark Witch,9781405517829,Nora Roberts,917505,11.99,11.99,1405517824,31-10-2013,"Little, Brown Book Group",368
Good Economics for Hard Times,9780141986203,"Abhijit V. Banerjee, Esther Duflo",917505,21.99,21.99,141986204,12-11-2019,Penguin Books Ltd,256
The Beach House,9780241413210,Beth Reekles,917505,9.99,9.99,241413214,11-05-2019,Penguin Random House Children's UK,208
Alicia,9780307788641,Alicia Appleman-Jurman,917505,13.70,11.99,307788644,16-02-2011,Random House Publishing Group,
The Odyssey,9780393634563,"Homer, Emily Wilson",917505,62.65,50.99,393634566,07-11-2017,W. W. Norton & Company,656
Low Level Hell,9780307537928,Hugh L. Mills Jr.,917505,25.70,20.99,307537927,16-01-2009,Random House Publishing Group,
The Far Side of the Sun,9781405521284,Kate Furnivall,917505,12.99,12.99,1405521287,05-12-2013,"Little, Brown Book Group",384
The Man Who Solved the Market,9780241981344,Gregory Zuckerman,917505,18.99,18.99,241981344,05-11-2019,Penguin Books Ltd,304
